UniProt1	UniProt2	symbol1	symbol2	evidence type	adipose tissue	adrenal gland	amygdala	bone	bone marrow	brain	dorsal root ganglia	heart	hypothalamus	kidney	liver	lung	lymph nodes	mammary gland	ovary	pancreas	pituitary gland	placenta	prostate	salivary gland	skeletal muscle	small intestine	spleen	stomach	testes	uterus	telencephalon	metencephalon	myelencephalon	mesencephalon	diencephalon	synovial macrophages	chondrocytes	growth plate cartilage	synovial membrane	articular cartilage	cancer	disease of anatomical entity	disease of mental health	disease of metabolism
O75030	P26367	MITF	PAX6	exp;ortho;pred	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0
P04114	P26367	APOB	PAX6	exp	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
P10275	P26367	AR	PAX6	exp;pred	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1
O15525	P26367	MAFG	PAX6	exp	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0
P20226	P26367	TBP	PAX6	exp;pred	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
P00533	P28845	EGFR	HSD11B1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1
P16671	P28845	CD36	HSD11B1	exp	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
P08047	P29474	SP1	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
O95967	P29474	EFEMP2	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P23634	P29474	ATP2B4	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P07900	P29474	HSP90AA1	NOS3	exp;pred	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
O43707	P29474	ACTN4	NOS3	exp;pred	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P24530	P29474	EDNRB	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P05067	P29474	APP	NOS3	exp;pred	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
P20020	P29474	ATP2B1	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P23560	P29474	BDNF	NOS3	exp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
O15379	P29474	HDAC3	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
P21796	P29474	VDAC1	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P01023	P29474	A2M	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P02649	P29474	APOE	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
P03372	P29474	ESR1	NOS3	exp;ortho;pred	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
P11172	P29474	UMPS	NOS3	exp	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P12004	P30613	PCNA	PKLR	exp	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P04083	P30613	ANXA1	PKLR	exp	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P13584	P30613	CYP4B1	PKLR	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P10275	P30613	AR	PKLR	exp	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P04629	P33121	NTRK1	ACSL1	exp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
P08235	P33121	NR3C2	ACSL1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1
P20648	P33121	ATP4A	ACSL1	exp	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
P28799	P34810	GRN	CD68	exp	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1	1	1	1	0	0	0	0	0	1	1	0	1
P09382	P34810	LGALS1	CD68	exp	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1	1	1	1	0	0	0	0	0	1	1	0	1
P17931	P34810	LGALS3	CD68	exp	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	0	0	0	1	0	0	0	0	0	1	1	0	1
P27708	P35228	CAD	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1
O14745	P35228	SLC9A3R1	NOS2	exp;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P27348	P35228	YWHAQ	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0
P05109	P35228	S100A8	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1
P28066	P35228	PSMA5	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
O95994	P35228	AGR2	NOS2	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P26599	P35228	PTBP1	NOS2	exp;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0
P06748	P35228	NPM1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
P05141	P35228	SLC25A5	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
P04406	P35228	GAPDH	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
P06702	P35228	S100A9	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1
P25789	P35228	PSMA4	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
O60218	P35228	AKR1B10	NOS2	exp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P10809	P35228	HSPD1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
P12931	P35228	SRC	NOS2	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
P07900	P35228	HSP90AA1	NOS2	exp;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
O43707	P35228	ACTN4	NOS2	exp;ortho;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0
P13010	P35228	XRCC5	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0
O00571	P35228	DDX3X	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
P15153	P35228	RAC2	NOS2	exp;ortho;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P11021	P35228	HSPA5	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
O00743	P35228	PPP6C	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P19474	P35228	TRIM21	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0
O00232	P35228	PSMD12	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
P09651	P35228	HNRNPA1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
P23396	P35228	RPS3	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
O43852	P35228	CALU	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P00352	P35228	ALDH1A1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0
P34932	P35228	HSPA4	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
P08195	P35228	SLC3A2	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
P05783	P35228	KRT18	NOS2	exp	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1
P17987	P35228	TCP1	NOS2	exp	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1	1	0	0	0	0	0	0	0	1	0	0	0
P08238	P35228	HSP90AB1	NOS2	exp;pred	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P04792	P35228	HSPB1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
P30153	P35228	PPP2R1A	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P05787	P35228	KRT8	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
P22392	P35228	NME2	NOS2	exp	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1	1	0	0	0	0	0	0	0	1	0	0	0
P31948	P35228	STIP1	NOS2	exp	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
P29475	P35348	NOS1	ADRA1A	exp;ortho;pred	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1
P25100	P35348	ADRA1D	ADRA1A	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
O75787	P35348	ATP6AP2	ADRA1A	exp	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1
P13497	P35348	BMP1	ADRA1A	exp	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P25024	P35348	CXCR1	ADRA1A	exp;pred	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P25025	P35348	CXCR2	ADRA1A	exp;pred	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P23219	P35354	PTGS1	PTGS2	exp;pred	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0
P05067	P35354	APP	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1
P34995	P35354	PTGER1	PTGS2	exp;ortho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
O60216	P35354	RAD21	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0
P27361	P35354	MAPK3	PTGS2	exp;ortho	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0
P35222	P35354	CTNNB1	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1
P30556	P35354	AGTR1	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P34932	P35354	HSPA4	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0
P04626	P35354	ERBB2	PTGS2	exp	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1
O95870	P35354	ABHD16A	PTGS2	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
P01308	P35557	INS	GCK	exp;pred	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
P12004	P35557	PCNA	GCK	exp	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
P10809	P35558	HSPD1	PCK1	exp	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
P05067	P35558	APP	PCK1	exp	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
P27348	P35558	YWHAQ	PCK1	exp	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
O14654	P35558	IRS4	PCK1	exp	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
O00232	P35558	PSMD12	PCK1	exp	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
P31947	P35568	SFN	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
P03372	P35568	ESR1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1
P31749	P35568	AKT1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1
O14920	P35568	IKBKB	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0
P27361	P35568	MAPK3	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0
P22681	P35568	CBL	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
P07332	P35568	FES	IRS1	exp	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
P16885	P35568	PLCG2	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
P23458	P35568	JAK1	IRS1	exp;ortho;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
P16591	P35568	FER	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
O15111	P35568	CHUK	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
P29597	P35568	TYK2	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
P29353	P35568	SHC1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1
P10586	P35568	PTPRF	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1
O75815	P35568	BCAR3	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
P00533	P35568	EGFR	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P23443	P35568	RPS6KB1	IRS1	exp;ortho;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P05067	P35568	APP	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1
P06241	P35568	FYN	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
P11940	P35568	PABPC1	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
P10912	P35568	GHR	IRS1	exp;pred	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P12830	P35568	CDH1	IRS1	exp;pred	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
O60674	P35568	JAK2	IRS1	exp;ortho;pred	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P04629	P35568	NTRK1	IRS1	exp;pred	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
O15524	P35568	SOCS1	IRS1	exp;pred	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
P28482	P35568	MAPK1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1
P0CG48	P35568	UBC	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
P08575	P35568	PTPRC	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0
O15530	P35568	PDPK1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
O14641	P35568	DVL2	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
P24394	P35568	IL4R	IRS1	exp;ortho;pred	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1
O00459	P35568	PIK3R2	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
P27986	P35568	PIK3R1	IRS1	exp;ortho;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1
P08069	P35568	IGF1R	IRS1	exp;ortho;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
O14543	P35568	SOCS3	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P18031	P35568	PTPN1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
P06748	P35568	NPM1	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
P04626	P35568	ERBB2	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1
P06730	P35568	EIF4E	IRS1	exp	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0
P11274	P35568	BCR	IRS1	exp;pred	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
